episode,reward,queue_delay,energy,fairness,resource_utilization,throughput,policy_loss,value_loss,entropy
1,146.5274282289245,0.15514813355278664,0.036824572559000505,0.815674834511285,0.2776017435266153,0.36309936843123475,-0.007653654811696874,307.45022922092016,-0.3258599009778764
2,149.74424468910618,0.1655600791208306,0.03882493086406317,0.8272795440598816,0.29907069007656994,0.3839854008347743,-0.0033869335117439428,289.6603478325738,-0.3304978311061859
3,148.82039041858073,0.15071946344966383,0.0363548471522638,0.8192471126731812,0.2822589376504636,0.3683918712320974,-0.004994428820080227,283.3729180230035,-0.34523243374294704
4,144.38917890913635,0.15010353072419194,0.03681870678796111,0.8158284370601206,0.277810886333594,0.35668614463362025,-0.003672931757238176,259.8136172824436,-0.3423905322949092
5,143.47091578358516,0.146336328507753,0.036075334141811986,0.8097729138500364,0.2739413120078529,0.3561145924862705,-0.002709317996050231,262.3230912950304,-0.3385731130838394
6,144.95811056495964,0.15861651563873694,0.03779288647244982,0.8227123504884511,0.2835099976357545,0.36718747498234605,-5.955735428465737e-05,254.67816585964627,-0.33613820374011993
7,143.77622373257117,0.15590339694603775,0.037402377322486434,0.8078002925571004,0.280965849048359,0.36072746125712263,-0.002905741282221344,248.2782914903429,-0.3345244112941954
8,148.3318480922388,0.16372568890441866,0.03873644966315885,0.826748694774033,0.28798538846456806,0.3721376019893276,-0.006761217593318886,258.2866914537218,-0.3432379994127486
9,143.82232925093757,0.15383335707483506,0.03606315438469451,0.8074365259842913,0.27094458805052085,0.35134855539155213,-0.003353989915922284,237.91517639160156,-0.3378063092629115
10,145.06081098445225,0.15180207756591188,0.03463306381885493,0.8159642791012548,0.27250590762019505,0.35586044826222885,0.0002639892304109202,240.23248375786676,-0.33810896509223515
11,142.5389431895452,0.1572082089313239,0.03552631189652156,0.8068319261507312,0.27135435123751067,0.35563210495539044,-0.00265372632485297,226.58436754014758,-0.3413366741604275
12,145.12368451090697,0.15211976869664637,0.03558683244001446,0.8218820163455629,0.2689021143346887,0.35431627313855024,-0.0009334112465795544,229.57264031304254,-0.32911858128176796
13,149.1922427027984,0.16053322231563066,0.03857241593511073,0.8250309372948305,0.2819070774126808,0.3660423124821558,-0.0035386650253915125,245.3323279486762,-0.32082723246680367
14,146.048352307187,0.15326656970486244,0.03776707099286873,0.8154089524414124,0.28186180081307277,0.3670030838536274,-0.0013516117922133869,229.2499754163954,-0.30546897318628097
15,150.2191493879718,0.1562126113761536,0.0389022519723108,0.821930101094335,0.28732742442845377,0.37798647913604977,-0.0032774389643842974,248.67951202392578,-0.2965997490617964
16,147.34779045010802,0.14741825310567325,0.03733444573604567,0.8119694005940501,0.2901155886281465,0.3739163745959288,-0.006089298662522601,235.43364969889322,-0.27796924114227295
17,145.09114379530237,0.14763006336027343,0.03464633516403563,0.80968567522524,0.283112593011874,0.361234074382812,-0.0011040082317776978,219.11653900146484,-0.26412972311178845
18,146.23595483508086,0.14941383249841725,0.03650849824264067,0.810792151634232,0.28121756633966777,0.35598267314843995,0.0008648076974269417,216.36125691731772,-0.26896658374203575
19,149.10998533678742,0.14565064741080866,0.03574960509486928,0.8149886241805937,0.28826605524735716,0.3730467711531246,-0.005383853166778054,219.9431847466363,-0.25988825658957165
20,142.75981024171037,0.16038092423695188,0.03557695053420382,0.8059933487446647,0.2739180726734723,0.35907793640786667,-0.0017268419162266785,201.56165398491754,-0.2415276219447454
21,152.1095361781278,0.16217814250103899,0.03862078888791836,0.8195689514450185,0.2900949276565684,0.3750101908897983,-0.00913738958641059,229.30877770317926,-0.25492822213305366
